code_module,code_presentation,id_student,sum_click,date,studied_credits,num_of_prev_attempts,module_presentation_length,final_result
BBB,2014J,444361,742,39,60,0,262,Distinction
DDD,2013J,608923,745,80,120,0,261,Pass
GGG,2013J,607797,582,45,30,0,261,Pass
BBB,2013J,609815,359,33,60,0,268,Pass
DDD,2014J,387364,2175,165,90,0,262,Withdrawn
BBB,2013B,512929,1065,118,60,0,240,Pass
FFF,2013J,1945945,8817,216,60,0,268,Pass
FFF,2013J,595978,580,40,180,0,268,Withdrawn
FFF,2014J,688976,783,30,120,0,269,Fail
FFF,2014J,541532,3145,135,330,0,269,Withdrawn
BBB,2013B,442012,1465,114,60,1,240,Pass
CCC,2014J,53300,1957,124,270,0,269,Distinction
FFF,2013J,597402,9,2,120,0,268,Withdrawn
CCC,2014B,617942,740,43,30,0,241,Withdrawn
GGG,2013J,600081,607,61,30,0,261,Pass
DDD,2013B,474153,549,41,150,1,240,Withdrawn
DDD,2013B,167717,286,20,60,0,240,Fail
DDD,2014B,2686865,497,84,60,2,241,Pass
BBB,2013J,2095379,259,17,60,0,268,Pass
GGG,2013J,593734,902,57,30,0,261,Pass
BBB,2013B,509797,431,32,60,0,240,Fail
FFF,2013J,573291,3168,67,60,0,268,Withdrawn
BBB,2014B,107713,111,15,150,2,234,Withdrawn
DDD,2014B,629921,1382,107,60,0,241,Pass
CCC,2014B,631772,10384,234,30,0,241,Pass
DDD,2014B,321810,929,107,60,0,241,Pass
EEE,2013J,333976,469,33,30,0,268,Fail
GGG,2013J,593431,74,9,30,0,261,Fail
DDD,2013J,599854,1137,103,120,0,261,Pass
FFF,2013B,381365,937,48,90,1,240,Withdrawn
DDD,2014B,513415,97,8,60,1,241,Withdrawn
CCC,2014J,632134,1,1,30,1,269,Fail
AAA,2013J,376439,2342,154,60,0,268,Distinction
EEE,2013J,1850818,706,43,30,0,268,Pass
EEE,2013J,598973,2307,96,60,0,268,Distinction
DDD,2014J,654863,5,2,120,0,262,Withdrawn
FFF,2013B,556391,2256,114,60,0,240,Pass
CCC,2014J,680602,414,35,60,0,269,Pass
DDD,2013B,2531298,295,35,120,0,240,Fail
FFF,2014J,319461,493,15,90,0,269,Withdrawn
FFF,2014J,642840,2383,74,120,0,269,Fail
BBB,2014B,2343413,471,43,120,1,234,Pass
CCC,2014J,655890,4824,165,30,0,269,Distinction
FFF,2014J,680713,4465,213,60,0,269,Pass
FFF,2014B,625753,4009,157,120,0,241,Distinction
EEE,2013J,472290,2298,143,90,0,268,Pass
EEE,2014J,643168,949,62,120,0,269,Pass
BBB,2014J,511807,1920,94,60,0,262,Pass
CCC,2014B,509839,587,49,30,0,241,Pass
FFF,2014J,643751,6746,203,60,0,269,Distinction
GGG,2014B,629310,718,25,30,0,241,Fail
BBB,2013B,479519,4624,220,120,1,240,Fail
BBB,2013J,591787,185,12,60,0,268,Pass
DDD,2013J,1440467,3157,234,90,0,261,Pass
GGG,2014B,593785,2062,80,30,0,241,Pass
FFF,2014J,683347,109,6,120,0,269,Withdrawn
BBB,2014J,264732,43,7,120,2,262,Withdrawn
FFF,2014J,574527,6506,221,60,0,269,Fail
FFF,2013J,563020,1880,59,120,0,268,Withdrawn
BBB,2014J,656576,17,2,180,0,262,Withdrawn
BBB,2013J,572514,462,57,60,0,268,Fail
BBB,2013B,555946,474,51,60,0,240,Fail
EEE,2013J,547173,1050,43,30,0,268,Distinction
EEE,2013J,591995,1822,87,30,0,268,Pass
BBB,2014J,694349,256,13,60,0,262,Pass
FFF,2014B,545637,3643,157,60,0,241,Pass
BBB,2014B,631561,59,8,60,0,234,Withdrawn
DDD,2013B,539043,190,23,60,0,240,Fail
FFF,2014B,611905,34,3,60,0,241,Withdrawn
BBB,2014B,624306,262,28,60,0,234,Pass
CCC,2014J,503400,19,2,30,0,269,Withdrawn
DDD,2013B,546054,703,68,60,0,240,Pass
FFF,2013J,417135,137,13,60,1,268,Fail
CCC,2014J,306202,5306,93,120,0,269,Pass
FFF,2014J,648995,404,24,120,0,269,Withdrawn
BBB,2013J,591299,916,88,60,0,268,Distinction
BBB,2013J,596814,7,1,60,0,268,Fail
BBB,2013J,560430,211,9,60,0,268,Fail
DDD,2014J,679760,50,12,60,0,262,Withdrawn
CCC,2014B,573662,423,23,60,0,241,Withdrawn
DDD,2013J,509929,2036,181,60,0,261,Pass
DDD,2014J,653914,441,65,60,0,262,Fail
CCC,2014B,596903,965,38,120,0,241,Pass
DDD,2014J,629703,5729,264,90,0,262,Pass
CCC,2014B,553655,2857,67,60,0,241,Pass
EEE,2013J,417724,1437,73,30,0,268,Distinction
FFF,2013B,161658,958,19,225,1,240,Fail
BBB,2013B,490514,381,35,60,0,240,Pass
FFF,2014B,633505,1296,45,60,0,241,Fail
FFF,2013J,578519,2911,69,180,0,268,Pass
BBB,2014J,425314,12,1,120,0,262,Withdrawn
FFF,2013J,2382965,4,2,120,1,268,Withdrawn
CCC,2014B,634176,88,6,90,0,241,Withdrawn
FFF,2013J,2445085,5046,153,210,0,268,Pass
CCC,2014J,487314,892,85,60,0,269,Pass
CCC,2014B,621656,2567,85,60,0,241,Pass
FFF,2013J,561929,4430,145,60,0,268,Pass
EEE,2013J,574259,1089,53,30,0,268,Distinction
CCC,2014J,681731,1138,66,30,0,269,Distinction
FFF,2013J,494975,905,38,60,0,268,Withdrawn
BBB,2013J,2591421,417,38,90,1,268,Pass
FFF,2014J,653115,1626,57,120,0,269,Pass
FFF,2013J,1852968,4798,145,60,0,268,Distinction
FFF,2014J,613899,10429,249,120,0,269,Distinction
FFF,2014J,2160316,6587,158,60,0,269,Distinction
DDD,2014J,695503,376,46,60,0,262,Pass
FFF,2014B,616613,764,35,60,0,241,Withdrawn
AAA,2014J,275792,605,60,60,0,269,Pass
BBB,2014B,313246,183,22,60,0,234,Pass
BBB,2013B,527659,63,3,60,0,240,Fail
BBB,2014J,691997,105,6,60,0,262,Fail
CCC,2014J,608571,248,10,160,0,269,Fail
EEE,2014J,502004,2914,101,60,0,269,Pass
EEE,2014J,646841,369,23,60,0,269,Fail
EEE,2014J,575411,1418,63,60,0,269,Pass
DDD,2014J,1482413,263,35,60,0,262,Fail
GGG,2014B,627661,237,11,30,0,241,Pass
BBB,2013B,541794,1511,86,60,0,240,Pass
CCC,2014B,624782,843,52,60,0,241,Fail
DDD,2013J,2688422,368,25,120,0,261,Withdrawn
BBB,2013J,559382,783,92,180,0,268,Pass
CCC,2014J,628706,143,22,150,0,269,Withdrawn
BBB,2014J,691683,1514,74,60,0,262,Pass
DDD,2013J,588352,2249,219,60,0,261,Pass
GGG,2014J,687143,11,4,30,0,269,Withdrawn
FFF,2014J,900936,48,4,120,0,269,Withdrawn
FFF,2014J,656510,225,9,90,0,269,Fail
BBB,2014J,576913,310,26,60,0,262,Fail
BBB,2013J,539670,20,5,120,0,268,Fail
EEE,2014B,622425,1599,80,30,0,241,Pass
BBB,2013B,2380539,1031,94,60,0,240,Pass
GGG,2013J,121056,17,3,30,0,261,Withdrawn
GGG,2013J,594196,351,19,30,0,261,Pass
FFF,2014J,696410,311,14,120,0,269,Withdrawn
BBB,2013B,273877,352,18,60,0,240,Fail
FFF,2013J,600860,7369,196,60,0,268,Pass
EEE,2014B,511657,118,11,60,0,241,Fail
EEE,2014J,2579558,289,18,60,0,269,Withdrawn
BBB,2013J,381541,1099,120,120,0,268,Pass
FFF,2014J,589080,6556,159,60,0,269,Distinction
FFF,2013B,550961,376,40,90,0,240,Fail
DDD,2014B,629632,2537,122,90,0,241,Withdrawn
BBB,2013B,1847146,973,94,120,0,240,Pass
BBB,2014J,648519,183,8,180,0,262,Withdrawn
CCC,2014B,401903,917,103,60,0,241,Pass
EEE,2013J,510694,682,41,60,0,268,Pass
DDD,2014J,656766,536,87,60,0,262,Distinction
BBB,2013J,605832,167,11,60,0,268,Pass
GGG,2013J,587150,742,44,90,0,261,Withdrawn
CCC,2014J,689759,1951,117,120,0,269,Pass
FFF,2013J,581342,882,45,120,0,268,Fail
BBB,2013B,550668,428,30,60,0,240,Fail
DDD,2013B,521160,1522,99,120,1,240,Pass
CCC,2014B,611402,1439,74,60,0,241,Pass
FFF,2013B,281651,3758,126,180,0,240,Pass
DDD,2013B,516281,653,85,120,1,240,Fail
DDD,2013J,132401,996,61,60,0,261,Fail
BBB,2014J,645950,2427,80,60,0,262,Pass
DDD,2013B,503170,2039,142,120,0,240,Fail
DDD,2014B,575773,1,1,120,1,241,Fail
FFF,2013B,542657,1820,61,120,0,240,Withdrawn
BBB,2013B,2442685,81,7,120,1,240,Pass
FFF,2013B,484458,6777,180,90,0,240,Distinction
FFF,2014J,645003,1797,73,60,0,269,Fail
EEE,2014J,559113,317,11,120,0,269,Fail
CCC,2014J,393526,836,38,60,0,269,Withdrawn
CCC,2014B,560311,3081,109,60,0,241,Distinction
DDD,2013J,603034,1506,125,60,0,261,Pass
GGG,2014J,652574,188,21,30,0,269,Fail
FFF,2013J,596646,1392,79,120,0,268,Pass
DDD,2014B,58617,834,45,60,0,241,Fail
BBB,2013J,521509,176,26,120,0,268,Pass
EEE,2014B,250092,117,6,60,0,241,Fail
FFF,2014J,594122,3733,127,120,1,269,Pass
DDD,2014B,390026,1835,148,120,0,241,Pass
FFF,2013B,2419926,2391,86,80,0,240,Pass
BBB,2013J,2585937,331,31,165,1,268,Pass
FFF,2013J,605012,2210,59,120,0,268,Pass
EEE,2014B,626906,206,7,60,0,241,Fail
FFF,2014J,641028,166,9,60,0,269,Fail
DDD,2013B,546293,123,11,60,0,240,Withdrawn
FFF,2014J,648804,2141,117,60,0,269,Fail
DDD,2013B,128678,782,56,90,1,240,Fail
DDD,2014J,675062,1877,143,60,0,262,Pass
DDD,2014B,627370,6,2,60,0,241,Withdrawn
EEE,2014B,552067,1317,120,30,0,241,Distinction
DDD,2014J,46812,141,15,180,1,262,Withdrawn
EEE,2014J,651155,1680,108,60,0,269,Distinction
FFF,2014J,556126,2798,58,60,2,269,Pass
DDD,2013J,581697,990,114,60,0,261,Pass
FFF,2014J,372345,2163,45,60,0,269,Pass
FFF,2014B,190418,6673,142,120,0,241,Distinction
GGG,2014J,648380,1272,42,30,0,269,Pass
EEE,2014J,657128,1671,64,30,0,269,Pass
BBB,2013B,2322342,1143,81,120,0,240,Distinction
CCC,2014B,634216,1473,93,60,0,241,Pass
FFF,2013B,428641,2710,81,60,0,240,Pass
FFF,2013B,543095,26,2,60,0,240,Withdrawn
BBB,2014J,643321,1316,49,120,0,262,Distinction
GGG,2014J,689878,776,46,30,0,269,Pass
FFF,2014B,324948,1180,41,60,0,241,Pass
CCC,2014J,550702,1438,80,210,0,269,Distinction
BBB,2013J,2390117,392,51,60,0,268,Distinction
CCC,2014J,2462607,5100,151,90,0,269,Pass
BBB,2014J,306478,671,43,60,0,262,Pass
GGG,2013J,592059,530,25,30,0,261,Pass
BBB,2014J,695982,22,1,60,0,262,Withdrawn
AAA,2013J,116692,1108,98,60,0,268,Pass
DDD,2014B,468386,177,13,310,2,241,Withdrawn
FFF,2013B,530853,780,43,120,0,240,Fail
FFF,2013B,544963,2523,63,60,0,240,Pass
BBB,2014J,651863,1686,70,60,0,262,Pass
CCC,2014J,543417,31,8,60,1,269,Withdrawn
FFF,2014J,685128,2494,69,120,0,269,Pass
DDD,2013B,110200,157,21,90,0,240,Fail
EEE,2014J,643484,2223,103,60,0,269,Pass
DDD,2014J,574431,4864,177,120,0,262,Fail
BBB,2013B,2446144,584,28,60,0,240,Pass
BBB,2013J,2282129,129,8,60,1,268,Fail
CCC,2014J,1945240,700,56,90,1,269,Withdrawn
FFF,2013J,404536,1649,97,60,0,268,Pass
DDD,2013B,1945240,2927,189,60,0,240,Pass
FFF,2013J,506783,432,18,90,1,268,Fail
DDD,2014J,694698,1873,163,60,0,262,Pass
CCC,2014J,201425,1263,72,60,0,269,Pass
FFF,2013B,524361,2142,105,180,1,240,Pass
FFF,2013J,574245,1181,49,150,0,268,Fail
FFF,2013J,611396,3130,150,90,0,268,Pass
GGG,2014B,621459,119,14,30,0,241,Withdrawn
FFF,2013J,571927,85,3,60,0,268,Fail
FFF,2014J,633555,6003,210,60,0,269,Distinction
BBB,2013J,576981,269,28,60,0,268,Pass
CCC,2014J,185057,302,17,90,0,269,Withdrawn
BBB,2014J,698432,423,32,60,0,262,Withdrawn
FFF,2014B,46148,3724,123,60,0,241,Pass
BBB,2013B,378543,560,38,120,0,240,Pass
FFF,2013B,478432,6786,160,60,0,240,Pass
AAA,2014J,2436812,577,39,60,0,269,Fail
FFF,2013B,479356,1595,66,150,0,240,Pass
FFF,2013J,610258,1906,97,120,0,268,Pass
EEE,2014B,634737,895,41,90,0,241,Fail
DDD,2013J,2612561,2658,162,60,0,261,Pass
CCC,2014B,1619251,87,6,90,0,241,Withdrawn
CCC,2014B,563046,527,50,60,0,241,Pass
CCC,2014B,610718,10,1,60,0,241,Fail
CCC,2014J,686018,1948,143,90,0,269,Distinction
FFF,2013J,349247,118,5,60,0,268,Withdrawn
DDD,2013J,90979,168,31,120,0,261,Fail
CCC,2014B,1911513,1686,50,60,0,241,Pass
FFF,2013B,82817,1370,47,60,1,240,Pass
CCC,2014B,178072,221,26,60,0,241,Withdrawn
AAA,2013J,2594139,1868,56,60,0,268,Pass
DDD,2013B,395757,2245,163,130,0,240,Pass
CCC,2014J,533006,131,9,120,0,269,Withdrawn
DDD,2013J,1796059,8,1,60,0,261,Withdrawn
GGG,2013J,588367,377,20,30,0,261,Pass
BBB,2014J,700820,1220,39,120,0,262,Distinction
DDD,2014J,285481,4050,181,60,0,262,Pass
EEE,2014J,587621,694,37,60,1,269,Fail
FFF,2014J,87264,8480,175,60,0,269,Distinction
DDD,2014J,636875,310,31,120,0,262,Pass
FFF,2014J,636492,366,23,120,0,269,Withdrawn
DDD,2014B,464887,243,19,120,0,241,Withdrawn
DDD,2013J,570896,1300,132,120,0,261,Pass
DDD,2013J,565175,1040,113,60,0,261,Pass
DDD,2014J,2588215,45,7,60,2,262,Fail
FFF,2014J,1766102,355,9,120,0,269,Fail
BBB,2014J,691122,689,43,60,0,262,Pass
DDD,2014J,690867,269,22,60,0,262,Withdrawn
BBB,2013J,543418,52,5,60,0,268,Withdrawn
DDD,2014J,645792,1379,158,110,0,262,Distinction
DDD,2013J,342949,422,55,70,0,261,Fail
CCC,2014B,482280,2375,125,60,0,241,Pass
BBB,2014B,635771,153,22,60,0,234,Pass
FFF,2013J,371247,1201,73,120,1,268,Pass
FFF,2014J,680872,1383,53,60,0,269,Pass
FFF,2013J,553187,2702,79,90,0,268,Pass
FFF,2014B,588436,456,13,180,1,241,Fail
BBB,2013B,540953,7,2,120,0,240,Withdrawn
EEE,2014B,626022,2888,120,30,0,241,Withdrawn
CCC,2014J,580709,78,5,60,0,269,Withdrawn
BBB,2014B,311599,331,43,120,0,234,Pass
FFF,2013B,150763,9875,240,100,0,240,Pass
DDD,2014J,370089,688,67,60,1,262,Pass
BBB,2013J,608041,916,59,60,0,268,Pass
BBB,2013J,374038,267,51,60,0,268,Fail
CCC,2014J,570985,2365,155,60,0,269,Pass
DDD,2014J,648428,4118,249,60,0,262,Pass
EEE,2014J,686872,3438,131,60,0,269,Distinction
EEE,2013J,566310,6798,208,60,0,268,Distinction
FFF,2014J,680014,2637,112,60,0,269,Distinction
FFF,2013B,502531,1080,78,300,1,240,Withdrawn
BBB,2013J,583142,384,70,60,0,268,Withdrawn
DDD,2014B,624068,9,1,60,0,241,Withdrawn
DDD,2014J,495903,571,62,60,0,262,Withdrawn
EEE,2014J,683728,1507,78,60,0,269,Pass
BBB,2013J,582574,1224,99,60,0,268,Pass
DDD,2013B,177981,1746,99,60,1,240,Pass
CCC,2014J,679039,633,36,90,0,269,Pass
BBB,2014J,2670300,1629,63,60,0,262,Pass
DDD,2013J,607110,140,19,120,0,261,Withdrawn
BBB,2014J,685267,785,58,60,0,262,Pass
FFF,2013J,494143,986,59,60,1,268,Fail
BBB,2014J,698180,1087,53,60,0,262,Pass
FFF,2014J,696659,2268,116,120,0,269,Pass
EEE,2014J,76579,1458,72,120,1,269,Pass
DDD,2014J,393094,14,6,150,2,262,Withdrawn
BBB,2014J,644069,499,34,60,0,262,Pass
AAA,2014J,2473538,1473,51,60,0,269,Pass
EEE,2014J,683492,2857,97,60,0,269,Fail
BBB,2013J,202879,117,12,60,1,268,Fail
CCC,2014J,1864086,147,9,60,0,269,Withdrawn
FFF,2013B,556440,4866,141,60,0,240,Pass
BBB,2013J,559139,138,12,60,0,268,Withdrawn
FFF,2014B,623948,8191,169,60,0,241,Pass
DDD,2013J,466539,2551,134,60,0,261,Pass
DDD,2013J,610393,34,5,90,0,261,Fail
FFF,2013J,576791,3053,121,120,0,268,Distinction
FFF,2014B,2437930,1385,72,120,1,241,Pass
DDD,2014J,642744,216,29,150,0,262,Withdrawn
DDD,2014J,385495,8,4,60,1,262,Fail
BBB,2013B,561718,66,4,60,0,240,Fail
DDD,2014J,628390,1596,117,60,0,262,Pass
DDD,2013J,227020,404,51,60,0,261,Fail
FFF,2014J,657048,2481,93,120,0,269,Pass
CCC,2014J,1491894,145,9,30,0,269,Withdrawn
GGG,2013J,586814,6,1,30,0,261,Withdrawn
GGG,2014B,628712,707,42,30,0,241,Distinction
EEE,2013J,577560,287,14,60,0,268,Fail
FFF,2014B,627620,3909,103,60,0,241,Distinction
EEE,2013J,603357,287,10,90,0,268,Withdrawn
BBB,2014J,650050,57,4,60,0,262,Fail
EEE,2014J,651534,2674,103,30,0,269,Pass
CCC,2014J,677641,4379,208,60,0,269,Distinction
BBB,2013J,482356,502,52,90,0,268,Pass
FFF,2013B,544847,1906,72,120,0,240,Fail
DDD,2014J,577638,77,30,90,1,262,Pass
BBB,2014B,2164251,10094,222,60,0,234,Distinction
FFF,2014J,514078,4537,113,60,0,269,Pass
FFF,2014B,628010,20,2,90,0,241,Withdrawn
GGG,2014B,611629,172,17,30,0,241,Fail
BBB,2013J,1998790,199,17,60,0,268,Fail
EEE,2014J,162210,2955,152,90,0,269,Distinction
CCC,2014J,2470326,678,44,120,0,269,Fail
CCC,2014B,566872,176,16,60,0,241,Withdrawn
CCC,2014J,379042,1835,101,60,0,269,Pass
CCC,2014J,588482,1604,78,60,0,269,Pass
BBB,2013J,582333,843,98,120,0,268,Distinction
EEE,2013J,388252,194,11,60,0,268,Withdrawn
EEE,2014J,653440,1401,74,60,0,269,Pass
EEE,2013J,580970,1072,55,60,0,268,Pass
DDD,2013J,66577,143,17,60,1,261,Fail
DDD,2014B,586369,342,46,120,0,241,Withdrawn
FFF,2014B,625609,1957,62,60,0,241,Withdrawn
BBB,2014J,314252,1084,58,60,0,262,Pass
EEE,2014J,472762,1673,140,180,0,269,Distinction
EEE,2014B,621619,3,2,60,0,241,Withdrawn
BBB,2014J,696799,18,4,60,0,262,Fail
CCC,2014B,2644404,882,48,30,0,241,Pass
CCC,2014J,440637,25,7,60,0,269,Withdrawn
BBB,2013J,551219,791,113,90,0,268,Pass
BBB,2014J,682480,75,9,60,0,262,Pass
CCC,2014B,526547,151,7,90,0,241,Withdrawn
BBB,2013J,404269,755,64,60,1,268,Pass
BBB,2014B,634353,258,13,60,0,234,Fail
BBB,2013J,2620279,136,13,60,0,268,Withdrawn
GGG,2014J,651628,511,29,30,0,269,Pass
EEE,2014J,649718,1758,103,60,0,269,Distinction
GGG,2013J,281619,362,29,30,0,261,Pass
CCC,2014B,559770,4629,180,60,0,241,Pass
GGG,2014B,623442,384,37,30,0,241,Distinction
EEE,2013J,592609,2602,98,60,0,268,Distinction
CCC,2014J,549113,174,10,60,0,269,Withdrawn
FFF,2014J,1944167,1080,30,60,0,269,Fail
FFF,2014J,2036893,1290,42,60,0,269,Withdrawn
GGG,2013J,600906,448,41,30,0,261,Withdrawn
DDD,2014B,306944,425,27,120,2,241,Fail
FFF,2013J,523777,5,1,60,1,268,Fail
DDD,2013B,515046,1970,170,60,0,240,Pass
CCC,2014J,687216,3326,80,30,0,269,Distinction
GGG,2013J,587997,367,27,30,0,261,Pass
EEE,2013J,392994,5127,157,30,0,268,Distinction
BBB,2014B,238519,303,48,120,0,234,Withdrawn
DDD,2013J,599615,100,11,90,0,261,Withdrawn
CCC,2014J,698112,191,13,120,0,269,Withdrawn
BBB,2013B,338056,484,25,120,1,240,Pass
EEE,2014B,577245,1427,101,60,0,241,Pass
DDD,2014J,373280,30,8,120,1,262,Fail
EEE,2014B,620716,3353,171,30,0,241,Distinction
BBB,2013B,270567,793,97,60,1,240,Pass
BBB,2013J,1990650,55,5,120,3,268,Fail
DDD,2014J,414963,1457,167,60,0,262,Pass
BBB,2014B,508940,353,23,120,2,234,Pass
FFF,2014J,444907,2678,86,120,0,269,Pass
CCC,2014B,613417,80,5,90,0,241,Fail
GGG,2013J,561884,562,50,75,0,261,Pass
CCC,2014J,564714,324,31,60,0,269,Fail
EEE,2014J,650849,232,12,60,0,269,Withdrawn
CCC,2014B,2604856,4,2,90,0,241,Withdrawn
DDD,2014B,548292,2311,131,60,0,241,Pass
GGG,2014B,576416,6,2,30,0,241,Withdrawn
FFF,2013B,552834,1670,76,60,0,240,Fail
BBB,2013B,326012,110,16,90,0,240,Fail
BBB,2014B,633570,243,17,60,0,234,Pass
EEE,2014J,540219,2561,101,60,0,269,Distinction
EEE,2014J,650770,1249,64,60,0,269,Distinction
FFF,2014J,651334,412,13,60,0,269,Fail
FFF,2014J,649469,2581,75,60,0,269,Fail
FFF,2013B,541521,4247,104,60,0,240,Pass
FFF,2014B,617053,554,26,60,0,241,Fail
EEE,2014J,686058,3574,116,120,0,269,Distinction
FFF,2013J,2614277,4468,154,140,0,268,Pass
BBB,2014J,72349,134,10,60,0,262,Withdrawn
CCC,2014J,543953,942,20,90,0,269,Withdrawn
DDD,2013B,255747,2736,147,60,2,240,Fail
CCC,2014B,598321,834,75,60,0,241,Pass
GGG,2013J,473924,2853,114,30,0,261,Distinction
FFF,2014J,585021,25,3,180,0,269,Withdrawn
BBB,2013J,197240,330,38,150,1,268,Pass
DDD,2013B,556308,1329,86,60,0,240,Withdrawn
EEE,2013J,576516,2359,147,60,0,268,Pass
FFF,2014J,1448966,2106,34,60,0,269,Pass
GGG,2014J,643659,118,26,30,0,269,Fail
DDD,2014B,2460775,718,56,70,0,241,Distinction
BBB,2014B,556877,1756,117,120,2,234,Pass
EEE,2014B,627907,1853,72,60,0,241,Pass
BBB,2014B,620408,307,35,60,0,234,Distinction
DDD,2013B,550725,1175,114,60,0,240,Pass
CCC,2014J,1031884,1717,90,60,0,269,Distinction
GGG,2014J,644301,651,49,30,0,269,Distinction
GGG,2014J,683005,840,75,30,0,269,Pass
FFF,2013J,329655,2,1,90,1,268,Fail
BBB,2013J,572918,240,28,120,0,268,Fail
CCC,2014B,1951139,2039,171,30,0,241,Pass
DDD,2013J,601270,50,1,120,0,261,Withdrawn
FFF,2014J,623945,68,4,60,1,269,Withdrawn
DDD,2013J,426059,529,53,80,1,261,Pass
FFF,2013J,601104,2314,89,60,0,268,Pass
AAA,2014J,1686551,647,53,60,0,269,Withdrawn
BBB,2014J,2475591,1969,87,120,0,262,Pass
CCC,2014J,651236,10,2,30,0,269,Fail
GGG,2013J,571787,68,4,90,0,261,Fail
BBB,2013J,613158,652,55,60,0,268,Pass
DDD,2014B,624570,1530,105,60,0,241,Fail
DDD,2014J,647879,648,33,90,0,262,Pass
BBB,2014B,2641682,239,30,60,1,234,Fail
BBB,2013J,567958,191,27,60,0,268,Pass
FFF,2013J,467243,716,17,120,2,268,Fail
GGG,2014B,631788,9,2,30,0,241,Withdrawn
BBB,2013B,544642,1254,114,60,0,240,Pass
FFF,2013J,409040,1376,42,90,1,268,Pass
DDD,2014J,577520,750,92,60,0,262,Pass
CCC,2014J,579283,410,21,90,0,269,Withdrawn
FFF,2014J,649566,589,21,120,0,269,Fail
DDD,2014J,600616,188,11,120,0,262,Withdrawn
FFF,2014J,690631,1,1,240,0,269,Withdrawn
BBB,2013B,503509,1489,121,60,0,240,Distinction
DDD,2013J,488680,2084,116,80,1,261,Distinction
GGG,2013J,596618,16,1,30,0,261,Fail
EEE,2013J,577995,2984,129,60,0,268,Distinction
DDD,2014J,585432,1224,110,60,0,262,Pass
GGG,2014B,632613,60,6,30,0,241,Fail
FFF,2014B,634500,1549,58,120,0,241,Pass
EEE,2014J,653688,1827,117,60,0,269,Pass
CCC,2014B,627374,719,33,60,0,241,Pass
GGG,2014B,160945,572,27,30,0,241,Pass
FFF,2013J,567165,1770,84,60,0,268,Pass
BBB,2013B,537844,2239,85,120,0,240,Fail
DDD,2013B,430279,690,32,60,0,240,Withdrawn
DDD,2013J,2588379,105,7,60,0,261,Fail
CCC,2014J,389267,138,10,60,0,269,Withdrawn
EEE,2013J,543417,862,46,60,0,268,Pass
BBB,2013B,486650,24,2,120,0,240,Withdrawn
FFF,2013J,581614,1394,65,120,0,268,Pass
BBB,2014J,653240,613,58,240,0,262,Pass
FFF,2014B,630830,1624,83,60,0,241,Pass
BBB,2014J,603746,100,10,60,0,262,Pass
DDD,2013J,2204293,4568,243,120,0,261,Pass
BBB,2014J,687060,915,65,60,0,262,Fail
BBB,2013B,538221,4842,180,60,0,240,Pass
BBB,2013B,556692,493,31,60,0,240,Withdrawn
BBB,2013B,353093,4145,178,60,0,240,Pass
FFF,2013B,472981,115,7,120,0,240,Withdrawn
EEE,2014J,588474,2178,115,90,0,269,Pass
DDD,2013B,497475,362,24,60,0,240,Withdrawn
FFF,2013J,278955,1590,55,60,0,268,Pass
BBB,2014J,689178,328,14,60,0,262,Fail
GGG,2013J,595535,32,5,30,0,261,Fail
BBB,2014J,683935,1250,47,60,0,262,Pass
DDD,2014J,653412,2105,80,90,0,262,Fail
FFF,2013J,584040,782,20,90,0,268,Fail
BBB,2013B,2302925,3679,81,60,0,240,Withdrawn
GGG,2014B,633749,72,4,30,0,241,Fail
BBB,2014B,589333,512,57,120,0,234,Pass
DDD,2014B,327449,454,49,90,0,241,Fail
CCC,2014B,441540,667,26,60,0,241,Withdrawn
FFF,2014J,491756,458,48,90,2,269,Withdrawn
GGG,2014B,633435,33,8,30,0,241,Fail
DDD,2013B,266762,222,17,120,2,240,Fail
BBB,2013J,528056,43,2,60,1,268,Fail
BBB,2014J,677201,605,46,120,0,262,Fail
FFF,2013J,526601,4386,158,60,0,268,Pass
EEE,2014B,630416,11,2,30,0,241,Withdrawn
BBB,2013J,240993,1246,136,60,0,268,Pass
FFF,2013J,499564,4237,130,60,0,268,Pass
BBB,2014J,655155,231,16,60,0,262,Withdrawn
BBB,2013J,306964,536,61,60,0,268,Pass
CCC,2014J,601566,323,33,60,0,269,Withdrawn
CCC,2014B,395164,24,3,150,0,241,Withdrawn
CCC,2014J,509150,1649,60,60,0,269,Withdrawn
BBB,2014B,627509,468,38,120,0,234,Pass
BBB,2013B,541048,154,9,60,0,240,Fail
FFF,2013B,553404,174,12,120,0,240,Withdrawn
FFF,2013B,447036,912,47,150,2,240,Withdrawn
GGG,2014B,2392554,324,37,30,0,241,Pass
BBB,2013J,493465,580,63,60,0,268,Pass
DDD,2013B,554881,664,58,90,0,240,Fail
DDD,2014J,516562,450,41,75,0,262,Fail
GGG,2014B,634340,75,9,30,0,241,Fail
CCC,2014B,570514,1177,42,60,0,241,Withdrawn
BBB,2013B,510845,583,54,60,0,240,Pass
DDD,2014B,46753,1779,86,60,0,241,Pass
FFF,2013J,2469321,4099,161,120,0,268,Pass
FFF,2014J,674870,7298,173,120,0,269,Pass
CCC,2014B,1841267,308,34,60,0,241,Withdrawn
BBB,2014J,284246,2279,87,60,0,262,Fail
DDD,2014J,303341,39,3,120,0,262,Withdrawn
FFF,2014J,594636,5484,154,120,1,269,Pass
AAA,2014J,400147,338,33,60,0,269,Pass
